PokerStars Tournoi #3450746343, No Limit Hold'em
Super Satellite
Buy-in : €4.50/€0.50 EUR
63 joueurs
Dotation totale : €283.50 EUR 
Tournoi cible #3450744911 Buy-in : €20.00 EUR
Tournoi commencé 30/08/2022 18:00:00 CET [30/08/2022 12:00:00 ET]

  1: AF1PATTA140783 (France), encore en lice
  2: Assertica76 (France), encore en lice
  3: ChocobitosAJ (Espagne), encore en lice
  4: Chouilla (France), encore en lice
  5: HMANSOUR78 (France), encore en lice
  6: IIILMBIII (France), encore en lice
  7: JOHNPAT69 (Espagne), encore en lice
  8: NILORIVER (Espagne), encore en lice
  9: Paellamix (Espagne), encore en lice
  10: R2D2783 (Espagne), encore en lice
  11: Restesio (Espagne), encore en lice
  12: Richi785 (Espagne), encore en lice
  13: X-Rayzor1 (France), encore en lice
  14: abubauti90 (Espagne), encore en lice
  15: asainagual (Espagne), encore en lice
  16: badboy290934 (France), encore en lice
  17: dalton1228 (Espagne), encore en lice
  18: dr squeeze31 (France), encore en lice
  19: el hornikooo (Espagne), encore en lice
  20: ferdinainhoa (Espagne), encore en lice
  21: firebowl67 (France), encore en lice
  22: fraskitor (Espagne), encore en lice
  23: hansel81 (Espagne), encore en lice
  24: ironjoff (France), encore en lice
  25: joni1a (Espagne), encore en lice
  26: le yoo06 (France), encore en lice
  27: mariankevin (France), encore en lice
  28: moik2rr (France), encore en lice
  29: ojo_halcon (Espagne), encore en lice
  30: palmero25 (Espagne), encore en lice
  31: papaosoviejuno (France), encore en lice
  32: pitischef (Espagne), encore en lice
  33: poker_vegas (France), encore en lice
  34: roullmapoull (France), encore en lice
  35: syslite (France), encore en lice
  36: tchenkCall (France), encore en lice
  37: vaverde (Espagne), encore en lice
  38: psychoman59 (France), 
  39: GHP72 (Espagne), 
  40: sese dega ! (Espagne), 
  41: nolan53100 (France), 
  42: Nicolucio127 (France), 
  43: seb97133sb (France), 
  44: MOUSTOUBIOU (France), 
  45: musicalpj (France), 
  46: booLap94 (France), 
  47: raptureman1 (France), 
  48: PEPEGOLDE (Espagne), 
  49: jmp59300 (France), 
  50: liliss49150 (France), 
  51: jvaro823 (Espagne), 
  52: wadle73 (France), 
  53: lara3128 (Espagne), 
  54: JER5WRC (Espagne), 
  55: Kanciel (France), 
  56: drumul2oasel (Espagne), 
  57: chapu166 (Espagne), 
  58: Dylan-Doudou (France), 
  59: raulferreras (Espagne), 
  60: jrico25 (Espagne), 
  61: L0veYouAll (France), 
  62: rugbyp (France), 
  63: kovatch41 (France), 
Vous avez terminé le tournoi (éliminé lors de la main #238310369152).


